car_id,model_name,manufacturer_id
967,FM카고,24
968,FH카고,24
969,W800,37
970,이베코 26.5톤 카고트럭,48
971,FH 트랙터,24
972,코란도C,38
973,VT750CS,27
974,VFR1200F,27
975,VFR1200FD,27
976,VFR1200X,27
977,XW300,49
978,XW500,49
979,AT500,49
980,RW600,49
981,JS600,49
982,BX500ver2,49
983,BX300,49
984,RW300,49
985,RW500,49
986,JX300,49
987,RW400,49
988,BMW C 650 GT,20
989,Arocs,39
990,구형 투싼(LM),10
991,SM5(LPG),31
992,FL카고,24
993,C230,1
994,C300,1
995,C280,1
996,C300 4MATIC,1
997,C350 4MATIC,1
998,C200 KOMPRESSOR,1
999,C280 4MATIC,1
1000,프리몬트 JF,15
1001,짚체로키 KL,15
1002,짚체로키 KJ,15
1003,짚그랜드체로키 WJ/WG,15
1004,짚컴패스 MK,15
1005,구형 제네시스(BH),10
1006,에쿠스,10
1007,DL1000L5,21
1008,DL1000L4,21
1009,DL1000L6,21
1010,AN650ZA,21
1011,DL650A,21
1012,콰트로 포르테 S Q4,7
1013,콰트로 포르테 350,7
1014,콰트로 포르테 GTS,7
1015,콰트로 포르테 Diesel,7
1016,기블리 350,7
1017,기블리 Diesel,7
1018,기블리 S Q4,7
1019,사브,2
1020,Passat 1.8 TSI(US),18
1021,카이엔 S 하이브리드,9
1022,카이엔 S 디젤,9
1023,카이엔 S E-하이브리드,9
1024,카이엔 디젤 플래티늄에디션,9
1025,카이엔 플래티늄에디션,9
1026,카이엔 GTS,9
1027,카이엔 터보 S,9
1028,넥스트 스파크,5
1029,Grand C4 Picasso 2.0 Blue-HDi,25
1030,Citroen C4 Picasso 1.6 Blue-HDi,25
1031,Grand C4 Picasso 1.6 Blue-HDi,25
1032,308SW 2.0 Blue-Hdi(T9),25
1033,308 2.0 Blue-Hdi(T9),25
1034,308SW 1.6 Blue-Hdi(T9),25
1035,308 1.6 Blue-Hdi(T9),25
1036,GLC 220 BLUETEC 4MATIC,1
1037,아반떼 HD,10
1038,K5 TF,19
1039,쏘나타 YF,10
1040,K9,19
1041,Touareg 3.0 TDI,18
1042,Touareg 4.2 TDI,18
1043,Tiguan 2.0 TDI BMT,18
1044,아우디 Q5,18
1045,아베오,5
1046,소나타 LF,10
1047,아반떼 AD,10
1048,렉서스 ES350,26
1049,렉서스 GS300,26
1050,랜드로버 디스커버리스포츠 디젤,30
1051,랜드로버 이보크 디젤,30
1052,재규어 XF 가솔린,30
1053,재규어 XE 디젤,30
1054,재규어 XF 디젤,30
1055,SLK 200,1
1056,토요타 아발론,26
1057,420d Coupe,4
1058,320d xDrive,4
1059,420d xDrive Coupe,4
1060,320d xDrive Touring,4
1061,420d xDrive Gran Coupe,4
1062,320d xDrive GT,4
1063,32d ED,4
1064,Citaro,39
1065,1290 SUPER ADVENTURE,33
1066,E400 4MATIC,1
1067,E350 BLUETEC,1
1068,E450 AMG SPORT 4MATIC,1
1069,E300 4MATIC,1
1070,CIVIC FD1,23
1071,INSIGHT ZE2,23
1072,CIVIC FD3,23
1073,CIVIC FD2,23
1074,CR-Z ZF1,23
1075,Unimog 400,39
1076,Unimog 300,39
1077,무라노,13
1078,시트로엥 DS5 2.0 Blue-Hdi,25
1079,푸조 308 2.0 Blue-HDi(T9),25
1080,푸조 308SW 2.0 Blue-HDi(T9),25
1081,Unimog U530,39
1082,Unimog U5023,39
1083,Unimog 500,39
1084,730d xDrive,4
1085,730Ld xDrive,4
1086,750Li xDrive,4
1087,250 SX-F FactoryEdition,33
1088,인정로우베드 트레일러,50
1089,라세티 프리미어(경유),5
1090,Passat B6 2.0 TDI,18
1091,SLK 55 AMG,1
1092,SLC 43 AMG,1
1093,두카티 XDiavel S,8
1094,디스커버리스포츠 디젤,30
1095,레인지로버 스포츠 디젤,30
1096,디스커버리 4 디젤,30
1097,레인지로버 디젤,30
1098,AMG GT S,1
1099,GLA 45 AMG 4MATIC,1
1100,A 45 AMG 4MATIC,1
1101,C220 BLUETEC 4 MATIC,1
1102,ML 350 BLUETEC 4MATIC,1
1103,짚그랜드체로키 WK,15
1104,아우디 S8,18
1105,SL400,1
1106,Nouvelle Peugeot 207,25
1107,Nouvelle Peugeot 207CC,25
1108,Arocs 특수,39
1109,Arocs 화물,39
1110,YZF-R3 RH07,11
1111,MT-03 RH07,11
1112,Polo,18
1113,Golf,18
1114,GSR600A,21
1115,V-STROM1000,21
1116,BURGMAN400,21
1117,GSX1300R,21
1118,INTRUDER 1800,21
1119,GSX1300BK/A,21
1120,GLADIUS650,21
1121,대우트랙터,32
1122,대우19.5톤 단축카고트럭,32
1123,대우16.5톤 표준카고트럭,32
1124,대우 9.5톤 초장축저상카고트럭,32
1125,대우 8.5톤표준카고트럭,32
1126,대우9.5톤 장축저상카고트럭,32
1127,대우 9.5톤 단축저상카고트럭,32
1128,XJ 디젤,30
1129,대우25톤 장축카고트럭,32
1130,대우14톤장축카고트럭,32
1131,대우 11.5톤 카고트럭,32
1132,대우19톤장축카고트럭,32
1133,대우18톤장축카고트럭,32
1134,대우18톤 초장축카고트럭,32
1135,대우16톤 표준카고트럭,32
1136,918 스파이더,9
1137,XF 2.2D,30
1138,LEGEND,23
1139,CIVIC,23
1140,INSIGHT,23
1141,LEGEND KB2,23
1142,LEGEND KB1,23
1143,ACCORD,23
1144,X3 xDrive20i,4
1145,X3 xDrive30d,4
1146,X3 xDrive35i,4
1147,X3 xDrive35d,4
1148,X4 xDrive28i,4
1149,X4 xDrive30d,4
1150,X4 xDrive20d,4
1151,X4 M40i,4
1152,CLA 200 CDI 4MATIC,1
1153,CLA 200 CDI,1
1154,X3 xDrive28i,4
1155,X3 xDrive28d,4
1156,X3 xDrive20d,4
1157,SPINGFIELD,28
1158,CT200h,26
1159,프리우스 PHV,26
1160,F-PACE,30
1161,디스커버리 스포츠,30
1162,A8 4.2 FSI Quattro,18
1163,Mondeo,16
1164,FX212 디젤,42
1165,BX212 디젤,42
1166,FX120 CNG,42
1167,300C LX,15
1168,그랜드보이저 RT,15
1169,FXSE,6
1170,FLSTFBS,6
1171,FLSS,6
1172,인피니티 FX35,13
1173,인피니티 FX45,13
1174,C200 BLUETEC,1
1175,리프,13
1176,티볼리(디젤),38
1177,SM6 2.0(LPe),31
1178,투싼(TL),10
1179,그랜저(TG),10
1180,Jetta 2.0 TDI,18
1181,CC 2.0 TDI,18
1182,Tiguan 2.0 TDI,18
1183,The Beetle 2.0 TDI,18
1184,Scirocco R-line,18
1185,Polo 1.6 TDI,18
1186,Passat 2.0 TDI,18
1187,Jetta 1.6 TDI,18
1188,M3 convertible,4
1189,M3 Coupe,4
1190,325xi Touring,4
1191,X5 3.0i,4
1192,X5 4.4i,4
1193,540i,4
1194,C63 AMG S,1
1195,스파크 EV,5
1196,S350d,1
1197,S350d 4M,1
1198,S350d Long,1
1199,S90,14
1200,Q7 3.0 TDI Quattro,18
1201,S350d 4 Long,1
1202,M4,4
1203,M6 Gran Coupe,4
1204,Gran Turismo 30d,4
1205,X5 M,4
1206,X5 xDrive35i,4
1207,X5 xDrive30d,4
1208,X5 xDrive30i,4
1209,X5 xDrive48i,4
1210,650i Convertible,4
1211,X5 xDrive50i,4
1212,X6 xDrive30d,4
1213,X6 ActiveHybrid,4
1214,X6 M,4
1215,X6 xDrive50i,4
1216,550i xDrive,4
1217,Q7 35 TDI quattro,18
1218,Q7 45 TDI quattro,18
1219,쏘나타(LF),10
1220,쏘나타 하이브리드(LF HEV),10
1221,Mustang(CONV/CONP),16
1222,Xdiavel,8
1223,XDiavel S,8
1224,Citroen Grand C4 Picasso 1.6 Blue-HDi,25
1225,Peugeot 2008 1.6 Blue-HDi,25
1226,DS3 1.6 Blue-HDi,25
1227,Peugeot 508 1.6 Blue-HDi GT Line,25
1228,Peugeot 508SW 1.6 Blue-HDi,25
1229,Peugeot 508 1.6 Blue-HDi,25
1230,Peugeot 308SW 1.6 Blue-HDi,25
1231,Peugeot 3008 1.6 Blue-HDi,25
1232,Peugeot 308 1.6 Blue-HDi,25
1233,맥스크루즈(NC),10
1234,그랜드스타렉스(TQ),10
1235,MSX125(MSX125),27
1236,FORZA(NSS300),27
1237,SH Mode(FSH125),27
1238,SUPER CUB(NBC110),27
1239,마칸 GTS,9
1240,마칸 S 디젤,9
1241,E450 AMG SPORT,1
1242,E350 BLUTEC,1
1243,S63 AMG 4M Cabriolet,1
1244,S63 AMG 4M Coupe,1
1245,Golf A7 1.4 TSI,18
1246,Golf A7 2.0 GTI,18
1247,320d xDrive Gran Turismo,4
1248,인피니티 Q30,13
1249,Q5 2.0 TFSI quattro,18
1250,Q7 4.2 FSI quattro,18
1251,A3 35TFSI,18
1252,220d Coupe,4
1253,코란도 투리스모 승합,38
1254,코란도 투리스모 승용,38
1255,R 1200 GS Adventure,20
1256,R 1200 RS,20
1257,F-Type,30
1258,(부품판매)760Li,4
1259,Gran Turismo 50i xDrive,4
1260,Gran Turismo 35i,4
1261,Gran Turismo 35i xDrive,4
1262,730Ld,4
1263,740i,4
1264,730d,4
1265,(부품판매)750Li,4
1266,(부품판매)520d,4
1267,(부품판매)740Li,4
1268,(부품판매)528i,4
1269,Rolls-Royce Ghost,4
1270,구형 스포티지(KM),19
1271,740d xDrive,4
1272,Gran Turismo 30d xDrive,4
1273,740d,4
1274,M550d xDrive,4
1275,640d xDrive Gran Coupe,4
1276,740Li,4
1277,Rolls-Royce Ghost EWB,4
1278,(부품판매)Gran Turismo 35i,4
1279,X5 xDrive40d,4
1280,X6 xDrive40d,4
1281,X5 M50d,4
1282,X6 M50d,4
1283,530d xDrive,4
1284,콰트로포르테 Diesel,7
1285,콰트로포르테 그란루소 SQ4,7
1286,S65 AMG Coupe,1
1287,A4 2.0 TFSI quattro,18
1288,A5 2.0 TFSI quattro,18
1289,A4 2.0 TFSI mu.,18
1290,A4 30 TDI,18
1291,Q5 2.0 TDI quattro,18
1292,콰트로포르테 350,7
1293,콰트로포르테 그란루소 Diesel,7
1294,기블리 SQ4,7
1295,콰트로포르테 350 그란루소,7
1296,1190 ADVENTURE,33
1297,1190 ADVENTURE R,33
1298,다마스 밴,5
1299,Explorer,16
1300,428i Convertible,4
1301,ActiveHybrid X6,4
1302,Z4 sDrive 28i,4
1303,Citroen C4 Picasso 2.0 Blue-HDi,25
1304,렉서스 RX350,26
1305,렉서스 RX450h,26
1306,458 이탈리아,7
1307,캘리포니아,7
1308,짚체로키 KL (2.0L 디젤),15
1309,짚랭글러 JK,15
1310,짚체로키 KL (2.4L 가솔린),15
1311,짚레니게이드 BU,15
1312,200 UF,15
1313,DL650XA,21
1314,GL500 4M,1
1315,ML350 BLUETEC 4M,1
1316,GLE350 D 4M,1
1317,ML250 BLUETEC 4M,1
1318,AMG GLE 63 S 4M,1
1319,ML350 4M,1
1320,GL350 BLUETEC 4M,1
1321,ML63 AMG,1
1322,E400 Cabriolet,1
1323,E200 Cabriolet,1
1324,E200 Coupe,1
1325,E400 Coupe,1
1326,렉서스 NT200t,26
1327,렉서스 NX300h,26
1328,V40CC,14
1329,스포티지(QL),19
1330,아반떼(AD),10
1331,이보크 디젤,30
1332,디스커버리 스포츠 디젤,30
1333,무라노 하이브리드,13
1334,르반떼S,7
1335,짚그랜드체로키 3.6 휘발유 WK,15
1336,악트로스,39
1337,911 터보 S,9
1338,911 타르가 4S,9
1339,Scrambler,8
1340,Scrambler Sixty2,8
1341,악트로스 930,39
1342,RVR,41
1343,르반떼 Diesel,7
1344,르반떼 Sport,7
1345,Peugeot 308 2.0 Blue-HDi,25
1346,Peugeot 308SW 2.0 Blue-HDi,25
1347,690 DUKE,33
1348,690 DUKE R,33
1349,325Ci Convertible,4
1350,ML350 BT 4M,1
1351,MINI Cooper D 5 door,4
1352,Gran Turismo ED,4
1353,MINI Cooper S Convertible,4
1354,M4 Convertible,4
1355,520d xDrive,4
1356,325Ci Coupe,4
1357,330Ci Coupe,4
1358,X1 xDrive20d,4
1359,X1 xDrive18d,4
1360,SLK300,1
1361,SLK280,1
1362,SLK350,1
1363,ML350 CDI 4MATIC,1
1364,SLK200 KOMPRESSOR,1
1365,ML350 4MATIC,1
1366,S400,1
1367,S500 MAYBACH,1
1368,ML280 CDI 4MATIC,1
1369,718 박스터,9
1370,아테고 967,39
1371,BS110(CNG),42
1372,FX120(CNG),42
1373,콰트로포르테 SQ4,7
1374,콰트로포르테 GTS,7
1375,기블리350,7
1376,GLE250d 4M,1
1377,GLS350d 4M,1
1378,GLE350d 4M,1
1379,XE,30
1380,뉴 말리부,5
1381,SM6(2.0 가솔린엔진 사양),31
1382,SM6,31
1383,SM6(LED 장착 사양),31
1384,Multistrada 1200S,8
1385,K7(YG),19
1386,니로(DE),19
1387,그랜저(IG),10
1388,아이오닉(AE),10
1389,Z4 sDrive35i,4
1390,335i Convertible,4
1391,1M Coupe,4
1392,람보르기니 Aventador,18
1393,람보르기니 Aventador Roadster,18
1394,1290 SUPER DUKE GT,33
1395,E220d,1
1396,E350d,1
1397,르반떼 350,7
1398,SPRINGFIELD,28
1399,마칸,9
1400,시트로엥 DS3 1.4 d-Hdi,25
1401,YZF-R3,11
1402,MT-03,11
1403,X5 xDrive35d,4
1404,X6 xDrive35i,4
1405,CC V90,14
1406,S 1000 XR,20
1407,무라노 HV,13
1408,718박스터,9
1409,911,9
1410,Golf A6 2.0 TDI,18
1411,EOS 2.0 TSI,18
1412,Golf 2.0 TDI DPF,18
1413,Golf 2.0 GT Sport TDI,18
1414,Golf 2.0 GTI 4 Door,18
1415,A3 2.0 TFSI,18
1416,Passat CC B6,18
1417,Passat Sedan B6,18
1418,Jetta 2.0 TDI CR,18
1419,Jetta 2.5,18
1420,SCR110알파,27
1421,"SM6(가솔린, 가솔린터보, LPG, 디젤)",31
1422,S 350 BLUETEC 4M,1
1423,CLS 350,1
1424,E 250 BLUETEC 4M,1
1425,E 220 D,1
1426,E 220 CDI,1
1427,C 220 BLUETEC,1
1428,S 63 AMG 4M,1
1429,S 400 4M,1
1430,AMG G 65,1
1431,AMG G 63,1
1432,S 600,1
1433,E 200,1
1434,C 200 BLUETEC,1
1435,E 350,1
1436,E 300 4M,1
1437,E 300,1
1438,GLK 220 CDI 4M,1
1439,E 250 CDI 4M,1
1440,ML 250 BLUETEC 4M,1
1441,S 500,1
1442,S 500 MAYBACH,1
1443,FM 카고,24
1444,FH 카고,24
1445,FM 트랙터,24
1446,A5 40(2.0) Cabriolet quattro,18
1447,A6 40(2.0) TFSI quattro,18
1448,A6 2.0 TFSI,18
1449,A5 40(2.0) TFSI quattro,18
1450,A4 40(2.0) TFSI quattro,18
1451,캐시카이,13
1452,MT-09A RN435,11
1453,MT-09TRA RN29F,11
1454,MT-09A RN296,11
1455,MT-09A RN29S,11
1456,XSR900 RN431,11
1457,MT-09TRA RN438,11
1458,NBC110,27
1459,MINI 쿠퍼 D 5도어,4
1460,아테고,39
1461,A6 3.0 quattro,18
1462,RS4 saloon 4.2,18
1463,A6 3.0 TDI quattro,18
1464,A4 saloon 2.0,18
1465,A6 3.2 FSI quattro,18
1466,A4 3.2 FSI quattro,18
1467,A6 4.2 quattro,18
1468,A6 saloon 2.4,18
1469,RS4 4.2 quattro,18
1470,A4 1.8T,18
1471,A3 sportsback,18
1472,A3 sportsback 2.0,18
1473,A4 Cabriolet 2.0 TFSI,18
1474,A5 2.0 Cabriolet,18
1475,Q5 3.0 TDI quattro,18
1476,Q5 3.2 quattro,18
1477,Q5 35 TDI quattro,18
1478,A4 2.0T,18
1479,A6 2.4,18
1480,S4 4.2 quattro,18
1481,A4 3.2 quattro,18
1482,그랜저(IG) LPI,10
1483,쏘나타(LF) LPI,10
1484,그랜드 스타렉스(TQ) 왜건,10
1485,Peugeot 208 1.6 Blue-HDi,25
1486,그랜저(HG),10
1487,쏘나타(YF),10
1488,K7(VG),19
1489,스포티지(SL),19
1490,K5(TF),19
1491,300C LE,15
1492,듀량고 HB,15
1493,다코타 ND,15
1494,레인지로버 스포츠,30
1495,레인지로버,30
1496,Mustang,16
1497,Focus,16
1498,Escape,16
1499,Citroen C4 Cactus 1.6 Blue-HDi,25
1500,SV650A L7,21
1501,재규어 XF,30
1502,마칸 가솔린,9
1503,렉서스 IS250C,26
1504,토요타 시에나(2.7L),26
1505,토요타 코롤라,26
1506,토요타 시에나(3.5L),26
1507,유니목 U5023,39
1508,Multistrada 1200 ENDURO,8
1509,GLA 200d 4MATIC,1
1510,GLA 200d,1
1511,E 400 4MATIC,1
1512,E 300 4MATIC,1
1513,E 220d,1
1514,C 200,1
1515,에쿠스(VI),10
1516,제네시스(DH),10
1517,투산(LM),10
1518,싼타페(CM),10
1519,구형 스포티지(SL),19
1520,구형 카니발(VQ),19
1521,구형 쏘렌토(XM),19
1522,SLK 350,1
1523,SLC 200,1
1524,AMG SLC 43,1
1525,스프린터 906,39
1526,컨티넨탈,16
1527,Taurus,16
1528,기블리,7
1529,콰트로포르테 그란루소 S Q4,7
1530,콰트로포르테 그란루소 350,7
1531,콰트로포르테 그란루소 GTS,7
1532,기블리 diesel,7
1533,르반떼,7
1534,르반떼 S,7
1535,콰트로포르테 S Q4,7
1536,콰트로포르테 그란스포트 GTS,7
1537,콰트로포르테 그란스포트 S Q4,7
1538,푸조 308SW 2.0 Blue-Hdi,25
1539,푸조 308 1.6 Blue-Hdi,25
1540,푸조 308 2.0 Blue-Hdi,25
1541,G 310 R,20
1542,AMG GLA 45 4MATIC,1
1543,B 200d,1
1544,GLA 200 CDI 4MATIC,1
1545,AMG CLA 45 4MATIC,1
1546,A 200,1
1547,G 350 D,1
1548,G 500,1
1549,G 350 BLUETEC,1
1550,인피니티 M35,13
1551,인피니티 M45,13
1552,아반떼(MD),10
1553,i30(GD),10
1554,B 200,1
1555,A 200 CDI,1
1556,B 200 CDI,1
1557,B 250,1
1558,A 250,1
1559,A6 50 TFSI,18
1560,A7 50 TFSI,18
1561,MINI 쿠퍼 SD 클럽맨,4
1562,MINI 쿠퍼 S 클럽맨,4
1563,740Li xDrive,4
1564,M760Li xDrive,4
1565,X1 xDrive 20d,4
1566,X1 xDrive 18d,4
1567,MINI 쿠퍼 D 클럽맨,4
1568,MINI 쿠퍼 클럽맨,4
1569,MINI 쿠퍼 SD 5도어,4
1570,MINI 쿠퍼 S 5도어,4
1571,MINI 쿠퍼 5도어,4
1572,씨트로엥 DS3 1.6 VTi,25
1573,씨트로엥 DS3 1.4 e-HDi,25
1574,씨트로엥 DS4 크로스백 1.6 Blue-HDi,25
1575,씨트로엥 DS5 2.0 Blue-HDi,25
1576,씨트로엥 DS5 2.0 HDi,25
1577,씨트로엥 DS3 1.6 Blue-HDi,25
1578,씨트로엥 DS4 1.6 e-HDi,25
1579,씨트로엥 DS3 1.6 Blue-Hdi 카브리올레,25
1580,씨트로엥 DS3 1.6 e-HDi,25
1581,씨트로엥 DS3 R6,25
1582,레인지로버 이보크,30
1583,애스턴마틴 DB11,51
1584,AMG E63 4MATIC,1
1585,푸조 3008 1.6 Blue-HDi,25
1586,푸조 3008 1.6 e-HDi,25
1587,푸조 3008 1.6 HDi MCP,25
1588,푸조 3008 1.6 HDi MCP E5,25
1589,푸조 3008 2.0 HDi,25
1590,악트로스(2463LS),39
1591,코란도투리스모,38
1592,Q5 35(2.0) TDI quattro,18
1593,아록스,39
1594,악트로스(2658LS),39
1595,Q3 30TDI quattro,18
1596,Q3 35TDI quattro,18
1597,Q5 45(3.0) TDI quattro,18
1598,SQ5 TDI quattro,18
1599,Q5 2.0 quattro,18
1600,F-TYPE,30
1601,푸조 508 2.0 Blue-Hdi,25
1602,푸조 508 RXH 2.0 Blue-Hdi,25
1603,푸조 308 SW 2.0 Blue-Hdi,25
1604,푸조 508 SW 2.0 Blue-Hdi,25
1605,S 560 4MATIC,1
1606,S 560 4MATIC MAYBACH S,1
1607,GLS350 d 4MATIC,1
1608,GLE63 4MATIC,1
1609,A200 d,1
1610,A200,1
1611,C180,1
1612,C200 COUPE,1
1613,AMG A45 4MATIC,1
1614,B160d,1
1615,B200d,1
1616,B180d,1
1617,S350d long,1
1618,S400 4MATIC,1
1619,S350d 4MATIC,1
1620,GLC250d 4MATIC,1
1621,S350d 4MATIC long,1
1622,MAYBACH S500 4MATIC,1
1623,MAYBACH S600,1
1624,C63,1
1625,C200d,1
1626,C250d 4MATIC,1
1627,C220d,1
1628,C220d 4MATIC,1
1629,GLC220d 4MATIC,1
1630,C200 CONVERTIBLE,1
1631,GLC300 4MATIC,1
1632,GL400 4MATIC,1
1633,GLE63 S 4MATIC,1
1634,GLE250 d 4MATIC,1
1635,GLS500 4MATIC,1
1636,GLE350 d 4MATIC,1
1637,NMS 파사트 2.0 TDI,18
1638,VERSYS-X 300 ABS TOURER,37
1639,640d Gran Coupe xDrive M,4
1640,430i M,4
1641,X3 3.0d,4
1642,X3 3.0i,4
1643,캘리버 PM,15
1644,세브링 JS,15
1645,Mercedes-MAYBACH S600,1
1646,Mercedes-AMG C63 Coupe,1
1647,S400d 4MATIC L,1
1648,GLC 250d 4MATIC,1
1649,S350dL,1
1650,S350d 4MATIC L,1
1651,S500d 4MATIC L,1
1652,C220d Coupe,1
1653,C200 Coupe,1
1654,GLC 220d 4MATIC,1
1655,Mercedes-MAYBACH S500 4MATIC,1
1656,아이오닉 일렉트릭,10
1657,R Nine T,20
1658,아록스 964(2643 6X4),39
1659,아록스 964(2643LS 6X2),39
1660,악트록스 963(2643LS 6X2),39
1661,아록스 964(3543 8X4),39
1662,아록스 964(2648LS 6X2),39
1663,아테고 970(1226 4X2),39
1664,악트록스930(2648L 6X4),39
1665,악트록스 930(2641L 6X4),39
1666,아테고 970(1229 4X2),39
1667,아테고 970(1230 4X2),39
1668,맥스크루즈,10
1669,530i xDrive,4
1670,G80,10
1671,M6 Coupe,4
1672,125 DUKE,33
1673,390 DUKE,33
1674,아록스(3551L 8X4),39
1675,봉고 3트럭(PU) 디젤,19
1676,카니발(YP) 디젤,19
1677,시에나 2.7L,26
1678,렉서스 Is250,26
1679,코롤라,26
1680,CC 2.0 TDI GP BMT,18
1681,GLS 350d 4MATIC,1
1682,CLS 250 d MATIC,1
1683,S350 d 4MATIC,1
1684,Mercedes-AMG GLC 43 4MATIC Coupe,1
1685,C200 Cabriolet,1
1686,GLE 350d 4MATIC Coupe,1
1687,E220d 4MATIC,1
1688,X5 xDrive30d(7인승),4
1689,CC 2.0 TSI GP,18
1690,CC 2.0 TDI 4M GP,18
1691,Mercedes-AMG GT,1
1692,GLE 350d 4MATIC,1
1693,GLS 500 4MATIC,1
1694,Mercedes-AMG E 43 4MATIC,1
1695,Mercedes-AMG GLC 43 4MATIC,1
1696,Mercedes-AMG S 63 4MATIC,1
1697,GLC 220d 4MATIC Coupe,1
1698,Mercedes-AMG CLS 63 S 4MATIC,1
1699,S400 4MATIC Coupe,1
1700,S400 4MATIC L,1
1701,GLE 250d 4MATIC,1
1702,링컨 MKZ,16
1703,GTS125EFI(LM12W6),22
1704,GTS125EVO(LM12W5),22
1705,JOYRIDE200EVO(LF18),22
1706,GTS300EVO(LM30W),22
1707,쏘울(PS),19
1708,328i Convertible,4
1709,335is Convertible,4
1710,335is Coupe,4
1711,M3 Convertible,4
1712,X5 3.0d,4
1713,X5 3.0si,4
1714,X1 xdrive25d,4
1715,X1 xdrive20d,4
1716,328i Coupe,4
1717,120d Coupe,4
1718,X1 xdrive23d,4
1719,X3 3.0 si,4
1720,328xi Coupe,4
1721,X3 2.5si,4
1722,135is Coupe,4
1723,335xi Coupe,4
1724,X1 xDrive23d,4
1725,X5 4.8i,4
1726,335i Coupe,4
1727,335xi,4
1728,X3 2.0d,4
1729,128i Coupe,4
1730,135i Coupe,4
1731,TGX 트랙터,17
1732,MP3 300 YOURAN,52
1733,모하비(HM),19
1734,DS5 2.0 Blue-Hdi,25
1735,C4 Cactus 1.6 Blue-Hdi,25
1736,3008 GT 2.0 Blue-Hdi,25
1737,CBR1000S1,27
1738,CBR1000RA,27
1739,Accord 2.4,23
1740,라보 특장차,5
1741,포르테(TD),19
1742,K3(YD),19
1743,V40 CC,14
1744,Peugeot 5008 GT 2.0 Blue-HDi,25
1745,Peugeot 3008 GT 2.0 Blue-HDi,25
1746,Peugeot 5008 1.6 Blue-HDi,25
1747,M2,4
1748,X5 xDrive 30d,4
1749,MW125 2CM3,11
1750,MW125 2CMV,11
1751,MW125 2CMG,11
1752,Q5 35(2.0) TDI Quattro,18
1753,Q5 45(3.0) TDI Quattro,18
1754,Q5 3.0 TDI Quattro,18
1755,SQ5 TDI Quattro,18
1756,Q3 35 TDI Quattro,18
1757,Q3 30 TDI Quattro,18
1758,A5 40 TFSI Quattro,18
1759,Q5 45(2.0) TDI Quattro,18
1760,Q5 2.0 TDI Quattro,18
1761,A5 Sportback 35 TDI Quattro,18
1762,A5 40 Cabriolet Quattro,18
1763,A4 35 TDI Quattro,18
1764,A4 40 TFSI,18
1765,AMG C 63,1
1766,AMG C 63 Coupe,1
1767,S400 4Matic,1
1768,S350 BlueTec,1
1769,S350d 4Matic,1
1770,S350 BlueTec L,1
1771,AMG S 63 4Matic,1
1772,C220 BlueTec,1
